Date,Open,High,Low,Close,Volume,Ticker,Sentiment_tweet,Sentiment_news
2024-08-14,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,28843800,AMZN,0.2207214285714285,0.2983305084745763
2024-08-06,478.54346551440767,502.0810080597113,478.1937930014065,493.61907958984375,20955000,META,0.1260235294117647,
2024-08-07,502.65048892680744,509.66378742965634,486.3959757932957,488.45404052734375,20105300,META,0.3115619047619047,
2024-08-08,497.0258430822951,509.47395917829186,494.24849386209854,509.144287109375,16156800,META,0.29791875,0.26151842105263157
2024-08-09,507.2261100921171,517.8460143623263,505.21804648787173,517.2765502929688,13696600,META,0.3908,0.138675
2024-08-10,507.2261100921171,517.8460143623263,505.21804648787173,517.2765502929688,13696600,META,0.3277117647058823,0.17581249999999998
2024-08-11,507.2261100921171,517.8460143623263,505.21804648787173,517.2765502929688,13696600,META,0.0540499999999999,0.3746
2024-08-12,516.3673577876184,517.5262863200741,508.61477470058526,515.458251953125,9767400,META,0.337035185185185,0.3593826086956522
2024-08-13,519.5144160769801,530.993455817065,517.6562033778356,528.0362548828125,13743800,META,0.1684163265306122,0.23459117647058822
2024-08-14,527.5567444807748,533.4910859659929,522.6314501991138,526.2579956054688,11444200,META,0.3236921568627451,0.21013793103448278
2024-08-06,200.75,202.8999938964844,192.6699981689453,200.63999938964844,73783900,TSLA,0.2844733333333332,
2024-08-07,200.77000427246097,203.4900054931641,191.47999572753903,191.7599945068359,71159800,TSLA,0.1647268292682927,
2024-08-08,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789065,65033900,TSLA,0.0620181818181818,0.61948
2024-08-09,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300,TSLA,0.1814071428571428,0.2378909090909091
2024-08-10,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300,TSLA,0.1598611111111111,0.33725999999999995
2024-08-11,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300,TSLA,0.1479153846153846,0.23697
2024-08-12,199.02000427246097,199.2599945068359,194.6699981689453,197.4900054931641,64044900,TSLA,0.2820209302325581,0.06965490196078432
2024-08-13,198.47000122070312,208.4900054931641,197.05999755859375,207.8300018310547,76247400,TSLA,0.2189677419354838,-0.010687499999999999
2024-08-14,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000,TSLA,0.2062,0.187226
2024-08-06,600.6199951171875,622.4500122070312,600.6199951171875,609.5700073242188,4319100,NFLX,0.1804722222222222,0.3076866666666666
2024-08-07,616.0700073242188,632.0,610.6400146484375,611.47998046875,3187800,NFLX,0.2052105263157894,0.45644444444444443
2024-08-08,621.989990234375,632.2899780273438,616.02001953125,630.3499755859375,3283500,NFLX,0.081945,0.56955
2024-08-09,622.989990234375,636.6199951171875,622.989990234375,633.9400024414062,1980800,NFLX,0.1382647058823529,0.40602400000000005
2024-08-10,622.989990234375,636.6199951171875,622.989990234375,633.9400024414062,1980800,NFLX,0.1485909090909091,-0.012325000000000003
2024-08-11,622.989990234375,636.6199951171875,622.989990234375,633.9400024414062,1980800,NFLX,-0.0577285714285714,0.27030000000000004
2024-08-12,631.0,639.0,627.0700073242188,633.1400146484375,2331700,NFLX,0.2106533333333333,0.13455333333333333
2024-08-13,638.5599975585938,650.969970703125,635.5,648.02001953125,2639600,NFLX,0.1638277777777778,0.31611666666666666
2024-08-14,648.7000122070312,663.5700073242188,648.7000122070312,661.6799926757812,4014300,NFLX,0.1817947368421052,0.3114272727272727
2024-08-06,159.8368247795839,160.2635783509779,157.74271865446207,157.77249145507812,7607100,JNJ,0.1607192307692307,0.48361666666666664
2024-08-07,157.67323013068773,159.41004741028274,156.9983598282335,157.7030029296875,5993000,JNJ,0.1327156249999999,0.2634125
2024-08-08,157.3755121576298,159.48945674038904,156.83957145383192,159.01307678222656,5094800,JNJ,0.1975242424242424,0.27111
2024-08-09,158.9138159237072,159.71771179461834,158.13969285217462,159.41004943847656,4579200,JNJ,0.1284733333333333,0.49762222222222224
2024-08-10,158.9138159237072,159.71771179461834,158.13969285217462,159.41004943847656,4579200,JNJ,0.2749387096774194,0.28595
2024-08-11,158.9138159237072,159.71771179461834,158.13969285217462,159.41004943847656,4579200,JNJ,0.1865111111111111,0.73065
2024-08-12,159.75741405660548,160.48191072567187,157.51444409042395,158.67562866210938,7605400,JNJ,0.1830882352941176,0.2926846153846154
2024-08-13,159.06269651628898,159.1619341338416,155.26154594119933,157.1968536376953,9711400,JNJ,0.1264540229885057,0.10188125
2024-08-14,156.64108104444347,158.34812563345068,156.21431232526876,157.2861785888672,5141200,JNJ,0.1639355555555555,0.3085866666666667
2024-08-06,67.64717671478284,68.43493223398045,67.4876354340785,67.5474624633789,14815100,WMT,,0.19334615384615386
2024-08-07,67.67709622924092,67.81669769943166,66.62010388788448,66.7198257446289,18499200,WMT,,0.2030833333333333
2024-08-08,66.65001294668592,67.72694502277932,66.4804979738867,67.46768951416016,12489800,WMT,,0.1317470588235294
2024-08-09,67.65714458288579,68.02609564971763,67.1386259557118,67.7568588256836,13805600,WMT,0.3168666666666667,0.06424545454545455
2024-08-10,67.65714458288579,68.02609564971763,67.1386259557118,67.7568588256836,13805600,WMT,0.36416875,0.46545714285714285
2024-08-11,67.65714458288579,68.02609564971763,67.1386259557118,67.7568588256836,13805600,WMT,0.0368571428571428,0.19403333333333334
2024-08-12,68.14575284777763,69.0232564834594,67.87652361900854,68.50473022460938,17385300,WMT,0.1216541666666666,0.25264444444444445
2024-08-13,68.23549829953453,68.41498698085796,66.9491640180015,67.93634796142578,26557900,WMT,0.2457819672131147,0.1953642857142857
2024-08-14,67.72694920335121,68.59447914170563,67.657148468613,68.46485137939453,22928600,WMT,0.2139017857142857,0.08488333333333332
2024-08-06,240.7120929109921,243.4677764201795,237.65689183330284,238.04627990722656,5673900,CRM,,0.17845
2024-08-07,242.22972102595904,246.14357478506653,239.28434805698657,239.6637420654297,4035500,CRM,,0.13911666666666667
2024-08-08,242.85873451903103,249.03901909356696,242.69898165757425,248.72950744628903,4474300,CRM,,0.21484999999999999
2024-08-09,248.3101570116997,252.5534950907079,248.06054888940503,252.1341552734375,2975300,CRM,0.1579666666666666,0.37495
2024-08-10,248.3101570116997,252.5534950907079,248.06054888940503,252.1341552734375,2975300,CRM,0.3360190476190476,0.17965
2024-08-11,248.3101570116997,252.5534950907079,248.06054888940503,252.1341552734375,2975300,CRM,-0.0172181818181818,0.56275
2024-08-12,252.2040631552992,253.6917178745833,248.62967286995055,250.91607666015625,3679700,CRM,0.3030171428571427,0.2762
2024-08-13,252.6034295955534,255.37907080473065,252.6034295955534,254.200927734375,4031600,CRM,0.0622965517241379,0.1056142857142857
2024-08-14,254.9896821593617,257.3060376971273,253.4620816136493,254.9197998046875,4145200,CRM,0.1595741935483871,-0.026268749999999997
2024-08-06,513.6900024414062,519.1599731445312,509.010009765625,514.2000122070312,2076300,ADBE,,0.01284
2024-08-07,520.9500122070312,531.010009765625,512.8599853515625,513.6199951171875,1663700,ADBE,,0.61134
2024-08-08,520.5900268554688,531.0700073242188,519.5599975585938,530.239990234375,2155100,ADBE,,0.28631666666666666
2024-08-09,528.02001953125,537.280029296875,528.02001953125,536.2999877929688,1272600,ADBE,0.2423374999999999,0.723325
2024-08-10,528.02001953125,537.280029296875,528.02001953125,536.2999877929688,1272600,ADBE,0.4164545454545454,0.6351333333333333
2024-08-11,528.02001953125,537.280029296875,528.02001953125,536.2999877929688,1272600,ADBE,0.1546033333333333,0.8126
2024-08-12,536.0399780273438,538.0800170898438,525.77001953125,530.9299926757812,1450300,ADBE,0.2271352941176471,0.43466000000000005
2024-08-13,530.9299926757812,537.719970703125,527.9000244140625,535.219970703125,3063900,ADBE,0.3567974358974358,0.43249999999999994
2024-08-14,536.6199951171875,542.9199829101562,533.2000122070312,539.7899780273438,1915600,ADBE,0.3609294117647059,0.18659285714285717
2024-08-06,157.60551578989737,162.7887363737796,155.69538887896545,157.9039764404297,9301000,QCOM,,0.10905555555555556
2024-08-07,162.73898969631767,163.47519060705994,154.70052949328934,155.3173370361328,9266900,QCOM,,0.47702500000000003
2024-08-08,159.91359723037476,164.7386529477431,157.05834236147763,164.10194396972656,9590900,QCOM,,0.40578888888888887
2024-08-09,163.22648833121897,165.03712342824636,161.14722193109375,163.63436889648438,4824600,QCOM,0.3618599999999999,0.5486333333333334
2024-08-10,163.22648833121897,165.03712342824636,161.14722193109375,163.63436889648438,4824600,QCOM,0.4297380952380952,0.0
2024-08-11,163.22648833121897,165.03712342824636,161.14722193109375,163.63436889648438,4824600,QCOM,0.2933545454545454,0.8779
2024-08-12,159.7345133755473,162.54996536987397,156.6106576074132,162.0525360107422,8548000,QCOM,0.351562,0.06714999999999999
2024-08-13,163.45529132696646,168.68824274828972,162.4405311783782,168.5987091064453,11102100,QCOM,0.2182916666666667,0.08158888888888889
2024-08-14,169.762696661139,170.37950422904194,163.87313467693912,166.29063415527344,7208200,QCOM,0.2974921052631579,0.4522
2024-08-06,91.47675091227056,93.10388562624853,90.80208474528848,92.24071502685548,6068300,MS,,0.31357999999999997
2024-08-07,93.86784796085334,94.582201249941,91.28824474879558,91.38745880126952,7215700,MS,,0.5022625000000001
2024-08-08,92.75663083262693,94.29447513839796,92.05220122010412,93.88768768310548,6592300,MS,,0.04946249999999999
2024-08-09,93.55036248944748,94.37385354266776,93.28247620970238,93.97698974609376,3542600,MS,-0.02418,0.26915
2024-08-10,93.55036248944748,94.37385354266776,93.28247620970238,93.97698974609376,3542600,MS,0.0778666666666666,0.80345
2024-08-11,93.55036248944748,94.37385354266776,93.28247620970238,93.97698974609376,3542600,MS,0.0484999999999999,-0.7003
2024-08-12,94.15557330503452,94.47306281229648,92.80624100678446,94.09603881835938,4196300,MS,0.1837,0.0
2024-08-13,95.01874152314754,96.0406681822806,94.2051742078854,95.9513702392578,5941500,MS,0.1316374999999999,-0.0258
2024-08-14,96.99314363154188,99.80093851779348,96.74510470582564,98.65996551513672,10161700,MS,0.16024,0.10915000000000001
2024-08-06,786.7359403966714,803.8137596053234,782.6085380887989,790.7636108398438,3437600,LLY,,
2024-08-07,775.9289267493128,784.1837312547012,760.6955083244975,769.7877197265625,4407700,LLY,,
2024-08-08,872.3343555560144,875.1059156304331,822.7259372116059,842.7348022460938,9434900,LLY,,0.19147846153846154
2024-08-09,857.3800209934983,905.7222870924784,857.3800209934983,888.9635009765625,6587600,LLY,0.1121,0.17650185185185185
2024-08-10,857.3800209934983,905.7222870924784,857.3800209934983,888.9635009765625,6587600,LLY,0.3180684210526316,0.3228333333333333
2024-08-11,857.3800209934983,905.7222870924784,857.3800209934983,888.9635009765625,6587600,LLY,0.2230076923076923,0.2849
2024-08-12,901.4553346717246,901.9637298369178,880.3099293000357,881.6857299804688,4206100,LLY,0.2039688524590163,0.19495121951219513
2024-08-13,891.3562189242404,911.903416338235,887.6176432295887,905.2836303710938,3506800,LLY,0.1729735849056604,0.3075807692307692
2024-08-14,907.22772917418,931.5334615555968,901.03662573201,928.8416748046876,3562900,LLY,0.2750125,0.2561740740740741
2024-08-06,141.26537328472529,148.4218435566515,139.79022931229107,143.4481964111328,24751300,AVGO,,0.46909999999999996
2024-08-07,147.76399462252834,149.60793588344927,135.38471271596617,135.82327270507812,29749800,AVGO,,0.07288461538461538
2024-08-08,140.7371121551895,145.79049887500477,137.9462881321935,145.26223754882812,27583200,AVGO,,0.41554
2024-08-09,143.7272685608941,149.05973583076795,143.637567256461,147.77395629882812,18438700,AVGO,0.3665857142857143,0.35873333333333335
2024-08-10,143.7272685608941,149.05973583076795,143.637567256461,147.77395629882812,18438700,AVGO,0.3708,0.33092
2024-08-11,143.7272685608941,149.05973583076795,143.637567256461,147.77395629882812,18438700,AVGO,0.0898736842105263,0.6461
2024-08-12,147.59455892795594,150.63456331468407,145.89015803940774,148.13278198242188,17778500,AVGO,0.2902377358490566,0.41106470588235294
2024-08-13,151.0531834380402,155.86735128957898,149.3188821272554,155.6480712890625,22053600,AVGO,0.2353509803921568,0.3645071428571428
2024-08-14,157.50196991829344,159.72465508789503,154.21278521170362,157.1730499267578,20184200,AVGO,0.2565405405405405,0.51346
2024-08-06,194.2098672249284,201.36602617284615,192.81840029941776,199.11978149414065,10605800,JPM,,0.2726454545454545
2024-08-07,202.27047129675583,204.49683353467728,198.98063401976952,199.17941284179688,9204400,JPM,,-0.09852727272727271
2024-08-08,201.23681131200536,203.66195235977403,200.56094512148448,202.8171234130859,7761200,JPM,,0.12016923076923078
2024-08-09,202.2307287913195,205.21245672533513,201.66419320424737,204.54653930664065,5540200,JPM,0.1964846153846154,0.22202857142857144
2024-08-10,202.2307287913195,205.21245672533513,201.66419320424737,204.54653930664065,5540200,JPM,0.20375,0.1408
2024-08-11,202.2307287913195,205.21245672533513,201.66419320424737,204.54653930664065,5540200,JPM,0.2317846153846153,-0.6601
2024-08-12,205.15281958161643,205.87836911473076,202.41956904220464,204.9341583251953,6936000,JPM,0.2379019607843136,0.3760666666666667
2024-08-13,206.46478005897887,206.82258802299975,204.1489695093234,206.6735076904297,6387800,JPM,0.2789135593220339,0.09512142857142858
2024-08-14,206.47472984674812,209.47632510644675,205.85849574885236,208.95950317382812,6999800,JPM,0.198163829787234,0.096085
2024-08-06,112.61060424120348,113.77164007269192,111.80378324012024,112.32527160644533,13647800,XOM,,0.2756571428571429
2024-08-07,113.59453209062389,115.23769824277277,113.40759079707156,113.82083892822266,13660700,XOM,,-0.1726
2024-08-08,114.21440759481511,116.2117809953862,113.87003416485076,115.9953155517578,13851000,XOM,,0.18225
2024-08-09,115.99531764407176,117.39249416043091,115.4738367968939,116.93988800048828,12151900,XOM,0.2348666666666666,0.23516666666666666
2024-08-10,115.99531764407176,117.39249416043091,115.4738367968939,116.93988800048828,12151900,XOM,0.1073684210526315,0.7824833333333333
2024-08-11,115.99531764407176,117.39249416043091,115.4738367968939,116.93988800048828,12151900,XOM,0.0471888888888888,0.5423
2024-08-12,117.62864225595884,118.2386730546073,116.1232255106379,117.08747863769533,13228900,XOM,0.1135448275862068,0.0860888888888889
2024-08-13,116.37904553500934,116.6053523614046,115.61158261321457,115.9657974243164,11585100,XOM,0.0150629032258064,0.22209090909090906
2024-08-14,116.20194663364056,117.973020818765,115.73949906825928,117.0382843017578,12194500,XOM,0.2469972972972973,0.2885153846153846
2024-08-06,255.50093481201665,259.4753840703934,254.7737824112564,257.25408935546875,21586800,V,,0.46293636363636365
2024-08-07,258.64861234982857,261.0093761936668,255.31165472132412,255.5208282470703,12908600,V,,0.23927500000000002
2024-08-08,257.1245719770406,259.43554272410336,256.9153984521328,258.81793212890625,8223700,V,,
2024-08-09,258.67821308138235,261.0237293597333,258.51851304180786,259.26708984375,7228100,V,-0.0746666666666666,0.32788333333333336
2024-08-10,258.67821308138235,261.0237293597333,258.51851304180786,259.26708984375,7228100,V,0.2417391304347825,0.581475
2024-08-11,258.67821308138235,261.0237293597333,258.51851304180786,259.26708984375,7228100,V,0.1154888888888888,0.06696666666666666
2024-08-12,260.00567843687634,261.1035971824782,258.74805965012615,259.3968505859375,26769400,V,0.0843125,0.5370454545454545
2024-08-13,259.6363830566406,261.1834295979639,258.77799915073336,259.6363830566406,12005700,V,0.0794084745762711,0.13971666666666668
2024-08-14,260.3749630779729,261.0037724511151,258.2490001343654,260.64447021484375,8552300,V,0.2355457142857142,0.27805
2024-08-06,566.2022767465253,575.4793778365058,560.5423540760911,566.3417358398438,3216500,UNH,,-0.10126666666666667
2024-08-07,564.6079296600078,569.6301602843376,555.0618233538952,564.079833984375,4320700,UNH,,0.0
2024-08-08,562.3758092365543,570.4272758078814,562.3758092365543,564.2391967773438,2860800,UNH,,0.47322222222222227
2024-08-09,562.5451894122824,563.9302924769466,555.6596324938744,556.78564453125,2976700,UNH,0.4138,0.4140333333333333
2024-08-10,562.5451894122824,563.9302924769466,555.6596324938744,556.78564453125,2976700,UNH,0.3047695652173913,0.0
2024-08-11,562.5451894122824,563.9302924769466,555.6596324938744,556.78564453125,2976700,UNH,0.0228538461538461,
2024-08-12,560.3330651102269,566.9894542163969,559.0675331579113,563.2925415039062,2532400,UNH,0.2263911111111111,0.23616666666666666
2024-08-13,567.9759546953674,573.6956629168585,566.9894625496421,572.2109375,2369400,UNH,0.1797327586206896,-0.06363333333333333
2024-08-14,573.2074254876635,579.066653840961,571.2444155193122,577.6217651367188,2344400,UNH,0.3773729729729729,0.3305384615384615
2024-08-06,130.247122450813,130.7460006841117,127.7926500687346,127.92236328125,8373900,ORCL,,0.2657875
2024-08-07,128.63076739114334,130.00767624625422,125.4678810826468,125.61754608154295,8617700,ORCL,,0.14366666666666666
2024-08-08,127.7128318765742,129.5287560126061,127.36361862436728,128.67068481445312,6243200,ORCL,,0.33292
2024-08-09,128.11192529900725,132.07301972268547,128.05206234643666,131.7637176513672,5597300,ORCL,0.2435444444444444,0.63795
2024-08-10,128.11192529900725,132.07301972268547,128.05206234643666,131.7637176513672,5597300,ORCL,0.3041653846153846,
2024-08-11,128.11192529900725,132.07301972268547,128.05206234643666,131.7637176513672,5597300,ORCL,0.0682043478260869,0.28945
2024-08-12,131.95330077480534,132.41227547630513,130.91564068490848,132.28256225585938,5600800,ORCL,0.1902666666666666,0.26234444444444444
2024-08-13,132.67168678802054,134.2381566207059,132.5120420895966,133.9587860107422,4324000,ORCL,0.1103555555555555,0.47515
2024-08-14,133.73927864976508,135.66495667040445,133.70934717181453,135.29579162597656,4044600,ORCL,0.2017093023255814,0.20367142857142856
2024-08-06,442.6315009821167,454.8452731607115,441.5229589738172,447.7047424316406,2758900,MA,,0.70995
2024-08-07,449.9317925665091,456.3133226601493,448.44378071629865,449.2427062988281,2059800,MA,,0.35519999999999996
2024-08-08,451.6395056503191,455.6641533943406,450.4311208227647,454.9750671386719,1585400,MA,,0.3765
2024-08-09,454.9750735847013,458.1907993310293,452.85789336855805,456.1734924316406,1760200,MA,0.2117714285714285,0.4934
2024-08-10,454.9750735847013,458.1907993310293,452.85789336855805,456.1734924316406,1760200,MA,0.40486875,0.6705
2024-08-11,454.9750735847013,458.1907993310293,452.85789336855805,456.1734924316406,1760200,MA,0.0136799999999999,0.25865
2024-08-12,457.162155154813,457.8512414006261,453.28733267774794,455.0849304199219,1760000,MA,0.3566,0.2487
2024-08-13,457.5316797357598,459.0296879814056,454.2859952035273,458.7500305175781,1816100,MA,0.2490674999999999,0.3835181818181818
2024-08-14,458.65021233019195,459.92851154942184,455.4644455184213,459.5490112304687,1654100,MA,0.1616454545454545,0.1655
2024-08-06,166.91859106399096,169.33439520608562,166.86889545782026,167.10748291015625,7454900,PG,,0.4240875
2024-08-07,167.58469307753245,170.71627483823747,167.0279536099943,169.02621459960938,8385500,PG,,0.0
2024-08-08,168.42970960840736,170.5572003394675,168.01216639983656,169.87123107910156,6386900,PG,,0.4873
2024-08-09,169.1256238836462,170.25895984376336,168.65836987495229,169.5431671142578,5377300,PG,0.2074,0.43525
2024-08-10,169.1256238836462,170.25895984376336,168.65836987495229,169.5431671142578,5377300,PG,0.309516,0.8885
2024-08-11,169.1256238836462,170.25895984376336,168.65836987495229,169.5431671142578,5377300,PG,0.2869,-0.7514
2024-08-12,168.40983374277212,168.6583724674041,165.2285411014031,165.83497619628906,7208100,PG,0.3386483333333334,-0.10211999999999999
2024-08-13,166.36187508489115,166.8191930073564,165.48702910000068,166.31216430664062,3770000,PG,0.337038775510204,-0.33578
2024-08-14,165.52678007827723,168.4794211527009,164.85076207167734,167.81333923339844,5476600,PG,0.1914959999999999,-0.09520000000000002
2024-08-06,803.9916981106029,831.9845320867367,803.9916981106029,815.7960205078125,2476300,COST,,0.0842
2024-08-07,823.0164033371659,832.7235367341125,808.1861334537483,809.2247314453125,1702000,COST,,0.1654
2024-08-08,820.4099008152344,841.6416993583231,819.3613063160419,838.3161010742188,2345000,COST,,0.16955142857142858
2024-08-09,837.3873415427938,856.631790471537,836.518500876918,853.7955322265625,1710600,COST,0.1741,0.1609125
2024-08-10,837.3873415427938,856.631790471537,836.518500876918,853.7955322265625,1710600,COST,0.1589625,0.3428333333333333
2024-08-11,837.3873415427938,856.631790471537,836.518500876918,853.7955322265625,1710600,COST,0.0161,0.34968
2024-08-12,856.1124514276227,869.0952007639413,851.2689116338157,862.424072265625,1748200,COST,0.1940645833333334,0.17179999999999998
2024-08-13,863.7722672385726,866.8981187248546,855.0238816702026,863.6724243164062,1484100,COST,0.1652762711864407,0.16854444444444447
2024-08-14,863.7223535443724,865.5798707833557,857.3608111093872,861.5652465820312,1341500,COST,0.1565145833333333,0.17363333333333333
2024-08-06,346.64452480196684,356.49469974171643,345.18339827979065,351.77337646484375,2831100,HD,,0.20789999999999997
2024-08-07,353.0356985419491,354.11911434940043,340.21358454244404,340.3328552246094,3429100,HD,,0.07522000000000001
2024-08-08,340.17382034053986,346.63457856665855,339.27925988359095,346.23699951171875,3591100,HD,,0.14565
2024-08-09,345.7897451590552,349.40775410439625,343.3147570737296,346.53521728515625,2314800,HD,0.2068833333333333,0.1800357142857143
2024-08-10,345.7897451590552,349.40775410439625,343.3147570737296,346.53521728515625,2314800,HD,0.5837444444444445,0.1832857142857143
2024-08-11,345.7897451590552,349.40775410439625,343.3147570737296,346.53521728515625,2314800,HD,0.1841230769230769,0.39587000000000006
2024-08-12,348.6523372717911,349.3779410708307,340.0645140384361,343.7222900390625,3830200,HD,0.1479909090909091,0.16672916666666668
2024-08-13,339.80606618662074,351.2565373458848,337.32115912370244,347.9565734863281,6388600,HD,0.0913129411764706,0.06988229166666667
2024-08-14,347.43968882769485,357.5184863021437,347.2906004725511,353.5128173828125,4814800,HD,0.0707705882352941,-0.0552
2024-08-06,183.9609585926878,186.33203880162617,181.6295851064373,184.23875427246097,4273200,ABBV,,0.5056714285714285
2024-08-07,186.41140006698893,188.08801385864624,184.50661263524304,186.0244903564453,6351000,ABBV,,0.016649999999999998
2024-08-08,185.4391601777817,189.19914310374824,185.4391601777817,188.89158630371097,5744600,ABBV,,0.22132000000000002
2024-08-09,189.26858031844904,189.49675394833247,186.60981937781315,188.42530822753903,3206500,ABBV,0.254525,0.27105
2024-08-10,189.26858031844904,189.49675394833247,186.60981937781315,188.42530822753903,3206500,ABBV,0.2459378378378379,0.51836
